ID	Value	ModifyType	Param1Min	Param1Max	Param2Min	Param2Max	Group1	Group2	Group3	Group4	Group5	Group6	Group7	Group8	Group9	Group10
42123		atStrainBase	1417	1417												
42124		atVitalityBase	2214	2214												
42125		atMagicShield	1328	1328												
42126		atSurplusValueBase	886	886												
42127		atHasteBase	1594	1594												
42128		atMagicCriticalStrike	1594	1594												
42129		atPhysicsCriticalStrike	1594	1594												
42130		atNeutralCriticalStrike	1594	1594												
42131		atSolarAndLunarCriticalStrike	1594	1594												
42132		atDodge	1107	1107												
42133		atSurplusValueBase	974	974												
42134		atParryBase	1107	1107												
42135		atParryValueBase	6401	6401												
42136		atMagicOvercome	1116	1116												
42137		atAllTypeCriticalStrike	1116	1116												
42138		atSurplusValueBase	1417	1417												
42139		atAllTypeCriticalStrike	1594	1594												
42140		atStrainBase	1063	1063												
42141		atMagicOvercome	1435	1435												
42142		atParryBase	996	996												
42143		atParryValueBase	5761	5761												
42144		atMagicCriticalStrike	1435	1435												
42145		atStrainBase	1275	1275												
42146		atAllTypeCriticalStrike	1435	1435												
42147		atPhysicsCriticalStrike	1435	1435												
42148		atVitalityBase	1165	1165												
42149		atMagicCriticalStrike	1133	1133												
42150		atAllTypeCriticalStrike	1133	1133												
42151		atPhysicsCriticalStrike	1133	1133												
42152		atVitalityBase	1574	1574												
42153		atMagicShield	944	944												
42154		atActiveThreatCoefficient			888	888										
42155		atMagicOvercome	1133	1133												
42156		atPhysicsOvercomeBase	1133	1133												
42157		atHasteBase	1133	1133												
42158		atSurplusValueBase	692	692												
42159		atSurplusValueBase	1007	1007												
42160		atHasteBase	1619	1619												
42161		atSurplusValueBase	1439	1439												
42162		atMagicCriticalStrike	1619	1619												
42163		atVitalityBase	2248	2248												
42164		atToughnessBase	450	450												
42165		atStrainBase	1079	1079												
42166		atVitalityBase	1497	1497												
42167		atMagicCriticalStrike	1457	1457												
42168		atStrainBase	1295	1295												
42169		atAllTypeCriticalStrike	1457	1457												
42170		atPhysicsCriticalStrike	1457	1457												
42171		atVitalityBase	2023	2023												
42172		atPhysicsShieldBase	1416	1416												
42173		atSurplusValueBase	647	647												
42174		atMagicOvercome	1619	1619												
42175		atPhysicsOvercomeBase	1619	1619												
42176		atTherapyPowerBase	2046	2046												
42177		atPhysicsShieldBase	1574	1574												
42178		atHasteBase	719	719												
42179		atStrainBase	755	755												
42180		atParryBase	472	472												
42181		atParryValueBase	4550	4550												
42182		atStrainBase	944	944												
42183		atMagicShield	1349	1349												
42184		atHasteBase	1457	1457												
42185		atSurplusValueBase	1295	1295												
42186		atParryBase	1012	1012												
42187		atParryValueBase	5850	5850												
42188		atAllTypeCriticalStrike	1619	1619												
42189		atPhysicsCriticalStrike	1619	1619												
42190		atDodge	674	674												
42191		atSurplusValueBase	629	629												
42192		atParryBase	1124	1124												
42193		atParryValueBase	6500	6500												
42194		atDodge	1012	1012												
42195		atStrainBase	1439	1439												
42196		atMagicShield	1124	1124												
42197		atStrainBase	1349	1349												
42198		atDecriticalDamagePowerBase	504	504												
42199		atMagicCriticalStrike	944	944												
42200		atHasteBase	944	944												
42201		atDecriticalDamagePowerBase	719	719												
42202		atHasteBase	1349	1349												
42203		atVitalityBase	1700	1700												
42204		atDecriticalDamagePowerBase	647	647												
42205		atTherapyPowerBase	1175	1175												
42206		atVitalityBase	1888	1888												
42207		atTherapyPowerBase	1306	1306												
42208		atSolarCriticalStrike	1226	1226												
42209		atVitalityBase	1703	1703												
42210		atToughnessBase	341	341												
42211		atStrainBase	1022	1022												
42212		atActiveThreatCoefficient			961	961										
42213		atNeutralCriticalStrike	1226	1226												
42214		atMagicCriticalStrike	1226	1226												
42215		atPhysicsCriticalStrike	1226	1226												
42216		atParryBase	852	852												
42217		atParryValueBase	4924	4924												
42218		atLunarCriticalStrike	1226	1226												
42219		atPoisonCriticalStrike	1226	1226												
42220		atSolarAndLunarCriticalStrike	1226	1226												
42221		atMagicShield	1022	1022												
42222		atHasteBase	1226	1226												
42223		atNeutralOvercomeBase	1226	1226												
42224		atLunarOvercomeBase	1226	1226												
42225		atPoisonOvercomeBase	1226	1226												
42226		atSolarOvercomeBase	1226	1226												
42227		atPhysicsOvercomeBase	1226	1226												
42228		atSolarAndLunarOvercomeBase	1226	1226												
42229		atVitalityBase	1620	1620												
42230		atSolarOvercomeBase	1577	1577												
42231		atSurplusValueBase	1401	1401												
42232		atVitalityBase	2190	2190												
42233		atMagicShield	1314	1314												
42234		atNeutralOvercomeBase	1577	1577												
42235		atToughnessBase	438	438												
42236		atStrainBase	1051	1051												
42237		atLunarOvercomeBase	1577	1577												
42238		atPoisonOvercomeBase	1577	1577												
42239		atSolarAndLunarOvercomeBase	1577	1577												
42240		atSolarAttackPowerBase	680	680												
42241		atSolarCriticalStrike	1752	1752												
42242		atStrainBase	1557	1557												
42243		atVitalityBase	2433	2433												
42244		atMagicShield	1460	1460												
42245		atSurplusValueBase	973	973												
42246		atStrainBase	487	487												
42247		atHasteBase	1752	1752												
42248		atMagicCriticalStrike	1752	1752												
42249		atPhysicsCriticalStrike	1752	1752												
42250		atPhysicsShieldBase	1703	1703												
42251		atHasteBase	779	779												
42252		atNeutralCriticalStrike	1752	1752												
42253		atPoisonAttackPowerBase	680	680												
42254		atSolarAndLunarAttackPowerBase	680	680												
42255		atSolarAndLunarCriticalStrike	1752	1752												
42256		atDodge	1217	1217												
42257		atSurplusValueBase	1071	1071												
42258		atParryBase	1217	1217												
42259		atParryValueBase	7034	7034												
42260		atStrainBase	779	779												
42261		atMagicCriticalStrike	1243	1243												
42262		atStrainBase	1105	1105												
42263		atAllTypeCriticalStrike	1243	1243												
42264		atPhysicsCriticalStrike	1243	1243												
42265		atMagicShield	1036	1036												
42266		atSurplusValueBase	484	484												
42267		atActiveThreatCoefficient			974	974										
42268		atMagicOvercome	1243	1243												
42269		atPhysicsOvercomeBase	1243	1243												
42270		atHasteBase	1243	1243												
42271		atDodge	863	863												
42272		atSurplusValueBase	1105	1105												
42273		atVitalityBase	1826	1826												
42274		atHasteBase	1776	1776												
42275		atSurplusValueBase	1579	1579												
42276		atMagicCriticalStrike	1776	1776												
42277		atVitalityBase	2467	2467												
42278		atPhysicsShieldBase	1234	1234												
42279		atToughnessBase	493	493												
42280		atStrainBase	1184	1184												
42281		atVitalityBase	1643	1643												
42282		atMagicCriticalStrike	1599	1599												
42283		atStrainBase	1421	1421												
42284		atAllTypeCriticalStrike	1599	1599												
42285		atPhysicsCriticalStrike	1599	1599												
42286		atVitalityBase	2220	2220												
42287		atSurplusValueBase	711	711												
42288		atMagicOvercome	1776	1776												
42289		atPhysicsOvercomeBase	1776	1776												
42290		atPhysicsShieldBase	1727	1727												
42291		atHasteBase	789	789												
42292		atStrainBase	829	829												
42293		atStrainBase	484	484												
42294		atParryValueBase	4993	4993												
42295		atStrainBase	1036	1036												
42296		atMagicShield	1480	1480												
42297		atHasteBase	1599	1599												
42298		atSurplusValueBase	1421	1421												
42299		atParryBase	1110	1110												
42300		atParryValueBase	6420	6420												
42301		atAllTypeCriticalStrike	1776	1776												
42302		atPhysicsCriticalStrike	1776	1776												
42303		atDodge	740	740												
42304		atSurplusValueBase	691	691												
42305		atMagicOvercome	1174	1174												
42306		atMagicAttackPowerBase	1559	1559												
42307		atPhysicsOvercomeBase	1174	1174												
42308		atPhysicsCriticalStrike	1174	1174												
42309		atMagicCriticalStrike	1382	1382												
42310		atVitalityBase	2072	2072												
42311		atSurplusValueBase	1451	1451												
42312		atPhysicsAttackPowerBase	1299	1299												
42313		atParryBase	622	622												
42314		atMagicAttackPowerBase	2227	2227												
42315		atAllTypeCriticalStrike	2072	2072												
42316		atMagicAttackPowerBase	1908	1908												
42317		atMagicOvercome	1678	1678												
42318		atStrainBase	987	987												
42319		atPhysicsAttackPowerBase	1855	1855												
42320		atPhysicsCriticalStrike	2072	2072												
42321		atPhysicsAttackPowerBase	1590	1590												
42322		atPhysicsOvercomeBase	1678	1678												
42323		atPhysicsCriticalStrike	1678	1678												
42324		atTherapyPowerBase	2054	2054												
42325		atMagicCriticalStrike	1974	1974												
42326		atVitalityBase	2961	2961												
42327		atPhysicsShieldBase	888	888												
42328		atMagicShield	888	888												
42329		atMagicShield	863	863												
42330		atParryBase	1234	1234												
42331		atParryValueBase	7133	7133												
42332		atDodge	1110	1110												
42333		atStrainBase	1579	1579												
42334		atMagicShield	1234	1234												
42335		atStrainBase	1480	1480												
42336		atDecriticalDamagePowerBase	553	553												
42337		atMagicCriticalStrike	1036	1036												
42338		atHasteBase	1036	1036												
42339		atDecriticalDamagePowerBase	789	789												
42340		atTherapyPowerBase	1194	1194												
42341		atHasteBase	1480	1480												
42342		atVitalityBase	1865	1865												
42343		atDecriticalDamagePowerBase	711	711												
42344		atTherapyPowerBase	1290	1290												
42345		atToughnessBase	444	444												
42346		atTherapyPowerBase	1433	1433												
42347		atTherapyPowerBase	983	983												
42348		atSurplusValueBase	1051	1051												
42349		atActiveThreatCoefficient			988	988										
42350		atTherapyPowerBase	1593	1593												
42351		atVitalityBase	1851	1851												
42352		atMagicCriticalStrike	1801	1801												
42353		atStrainBase	1601	1601												
42354		atSpunkBase	359	359												
42355		atAllTypeCriticalStrike	1801	1801												
42356		atStrengthBase	359	359												
